            <td id="L502" class="blob-num js-line-number" data-line-number="502"></td>
              <td>500</td>
              <td>2018-En-02453</td>
              <td>A box of 80 @krispykreme donuts.... #awesome \n\nNow that is how to celebrate a birthday!! Happy Birthday!! \n\nNeed celebration donuts now!</td>
              <td>joy</td>
              <td>0.773</td>
              <td>0</td>
          </tr>
          <tr id="LC503" class="js-file-line">
            <td id="L503" class="blob-num js-line-number" data-line-number="503"></td>
              <td>501</td>
              <td>2018-En-02494</td>
              <td>@bravoallstarz looks like it&#39;s going to be an amazing season #cheer</td>
              <td>joy</td>
              <td>0.516</td>
              <td>0</td>
          </tr>
          <tr id="LC504" class="js-file-line">
            <td id="L504" class="blob-num js-line-number" data-line-number="504"></td>
              <td>502</td>
              <td>2018-En-01653</td>
              <td>who needs an alarm clock when u have an excited puppy jumping on you every morning</td>
              <td>joy</td>
              <td>0.672</td>
              <td>0</td>
          </tr>
          <tr id="LC505" class="js-file-line">
            <td id="L505" class="blob-num js-line-number" data-line-number="505"></td>
              <td>503</td>
              <td>2018-En-01616</td>
              <td>I felt myself #laughing so hard in my sleep ...now I don&#39;t remember why🤦🏾‍♀️😂😂😂</td>
              <td>joy</td>
              <td>0.609</td>
              <td>0</td>
          </tr>
          <tr id="LC506" class="js-file-line">
            <td id="L506" class="blob-num js-line-number" data-line-number="506"></td>
              <td>504</td>
              <td>2018-En-02443</td>
              <td>@joeAlane @KayleyHignell Think too timid. I think a £50 fee for all for ETs as suggested by @Wonkypolicywonk is way to go.</td>
              <td>fear</td>
              <td>0.34600000000000003</td>
              <td>0</td>
          </tr>
          <tr id="LC507" class="js-file-line">
            <td id="L507" class="blob-num js-line-number" data-line-number="507"></td>
              <td>505</td>
              <td>2018-En-00317</td>
              <td>Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited #nervous #newchallanges</td>
              <td>joy</td>
              <td>0.578</td>
              <td>0</td>
          </tr>
          <tr id="LC508" class="js-file-line">
            <td id="L508" class="blob-num js-line-number" data-line-number="508"></td>
              <td>506</td>
              <td>2018-En-00645</td>
              <td>I can not watch @BobsBurgersFOX  on my lunch anymore. I am laughing way too much by myself for this to be acceptable. #crazylady </td>
              <td>joy</td>
              <td>0.6559999999999999</td>
              <td>0</td>
          </tr>
          <tr id="LC509" class="js-file-line">
            <td id="L509" class="blob-num js-line-number" data-line-number="509"></td>
              <td>507</td>
              <td>2018-En-02363</td>
              <td>Fear not @lisajnc1951, God is with you, don&#39;t be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10</td>
              <td>anger</td>
              <td>0.129</td>
              <td>0</td>
          </tr>
          <tr id="LC510" class="js-file-line">
            <td id="L510" class="blob-num js-line-number" data-line-number="510"></td>
              <td>508</td>
              <td>2018-En-00789</td>
              <td>I was deeply struck with her very presence,expressions &amp;amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @i_nivethathomas</td>
              <td>joy</td>
              <td>0.677</td>
              <td>0</td>
          </tr>
          <tr id="LC511" class="js-file-line">
            <td id="L511" class="blob-num js-line-number" data-line-number="511"></td>
              <td>509</td>
              <td>2018-En-03303</td>
              <td>Dean Fujioka&#39;s History Maker is on Spotify as well as Breaking Benjamin&#39;s Dear Agony. #amazing #wonderful #iloveyouspotify #noonecaresbutido</td>
              <td>joy</td>
              <td>0.6970000000000001</td>
              <td>0</td>
          </tr>
          <tr id="LC512" class="js-file-line">
            <td id="L512" class="blob-num js-line-number" data-line-number="512"></td>
              <td>510</td>
              <td>2018-En-03862</td>
              <td>@kimberlee__xox awe thanks you so much ❤️❤️ love you too</td>
              <td>fear</td>
              <td>0.161</td>
              <td>0</td>
          </tr>
          <tr id="LC513" class="js-file-line">
            <td id="L513" class="blob-num js-line-number" data-line-number="513"></td>
              <td>511</td>
              <td>2018-En-01262</td>
              <td>Rewatching RKellys trapped in a closet series 😂😂😂 #classic #hilarious</td>
              <td>joy</td>
              <td>0.563</td>
              <td>0</td>
          </tr>
          <tr id="LC514" class="js-file-line">
            <td id="L514" class="blob-num js-line-number" data-line-number="514"></td>
              <td>512</td>
              <td>2018-En-00824</td>
              <td>Nole, you just can&#39;t go easy on a girl&#39;s heart can you? #Wimbledon </td>
              <td>fear</td>
              <td>0.389</td>
              <td>0</td>
          </tr>
          <tr id="LC515" class="js-file-line">
            <td id="L515" class="blob-num js-line-number" data-line-number="515"></td>
              <td>513</td>
              <td>2018-En-01578</td>
              <td>@AvrilLavigne Mom A. i saw ur insta, why? ur picture black in white, but☝ it&#39;s nice ur smile :) winner💕💕🌸🌸🌸</td>
              <td>joy</td>
              <td>0.625</td>
              <td>0</td>
          </tr>
          <tr id="LC516" class="js-file-line">
            <td id="L516" class="blob-num js-line-number" data-line-number="516"></td>
              <td>514</td>
              <td>2018-En-00735</td>
              <td>@MarcMero Happy Anniversary!! Have a great day!!</td>
              <td>joy</td>
              <td>0.625</td>
              <td>0</td>
          </tr>
          <tr id="LC517" class="js-file-line">
            <td id="L517" class="blob-num js-line-number" data-line-number="517"></td>
              <td>515</td>
              <td>2018-En-01686</td>
              <td>You guys like my mask? I call it a &#39;smile&#39; 🙂 #INFJproblems #INFJ #adulting #workingthroughthepain #life #love #joy #mask #smile</td>
              <td>joy</td>
              <td>0.516</td>
              <td>0</td>
          </tr>
          <tr id="LC518" class="js-file-line">
            <td id="L518" class="blob-num js-line-number" data-line-number="518"></td>
              <td>516</td>
              <td>2018-En-02890</td>
              <td>Creator, Jack Dorsey: &#39;The definition [of #Twitter] was &#39;a short burst of inconsequential information,&#39; and &#39;chirps from birds&#39;.&#39;</td>
              <td>anger</td>
              <td>0.22699999999999998</td>
              <td>0</td>
          </tr>
          <tr id="LC519" class="js-file-line">
            <td id="L519" class="blob-num js-line-number" data-line-number="519"></td>
              <td>517</td>
              <td>2018-En-02309</td>
              <td>and CLEARLY all this #breathless coverage isn&#39;t covering the REAL #Collusion story - #DNC &amp;amp; #UkraineCollusion !!</td>
              <td>fear</td>
              <td>0.379</td>
              <td>0</td>
          </tr>
          <tr id="LC520" class="js-file-line">
            <td id="L520" class="blob-num js-line-number" data-line-number="520"></td>
              <td>518</td>
              <td>2018-En-02478</td>
              <td>@IvankaTrump What&#39;s up w the profile pic?? </td>
              <td>sadness</td>
              <td>0.231</td>
              <td>0</td>
          </tr>
          <tr id="LC521" class="js-file-line">
            <td id="L521" class="blob-num js-line-number" data-line-number="521"></td>
              <td>519</td>
              <td>2018-En-02944</td>
              <td>i do love shack shake</td>
              <td>anger</td>
              <td>0.139</td>
              <td>0</td>
          </tr>
          <tr id="LC522" class="js-file-line">
